origin,destination.ziekenhuis_naam,destination.volledig_adres,destination.ziekenhuis,destination.geom,id,rank,section,departure,arrival,type,mode,distance,duration,duration_base,consumption,tolls
62003C11-,HOPITAL DE LA CITADELLE,"BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","HOPITAL DE LA CITADELLE -- BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","c(5.57422536541652, 50.6535385419213)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:11:41Z,vehicle,car,6437,701,611,3.4091,0
62003C200,HOPITAL DE LA CITADELLE,"BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","HOPITAL DE LA CITADELLE -- BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","c(5.57422536541652, 50.6535385419213)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:08:52Z,vehicle,car,6299,532,512,2.6779,0
62003D00-,HOPITAL DE LA CITADELLE,"BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","HOPITAL DE LA CITADELLE -- BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","c(5.57422536541652, 50.6535385419213)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:17:07Z,vehicle,car,10722,1027,897,4.83,0
62003D012,HOPITAL DE LA CITADELLE,"BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","HOPITAL DE LA CITADELLE -- BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","c(5.57422536541652, 50.6535385419213)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:14:07Z,vehicle,car,10643,847,791,4.5494,0
62003D091,HOPITAL DE LA CITADELLE,"BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","HOPITAL DE LA CITADELLE -- BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","c(5.57422536541652, 50.6535385419213)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:15:35Z,vehicle,car,9802,935,814,4.4672,0
62003D392,HOPITAL DE LA CITADELLE,"BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","HOPITAL DE LA CITADELLE -- BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","c(5.57422536541652, 50.6535385419213)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:13:59Z,vehicle,car,13707,839,795,5.4818,0
62006A001,HOPITAL DE LA CITADELLE,"BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","HOPITAL DE LA CITADELLE -- BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","c(5.57422536541652, 50.6535385419213)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:13:59Z,vehicle,car,12707,839,789,5.1031,0
62006A012,HOPITAL DE LA CITADELLE,"BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","HOPITAL DE LA CITADELLE -- BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","c(5.57422536541652, 50.6535385419213)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:12:12Z,vehicle,car,11780,732,699,4.6863,0
62006A022,HOPITAL DE LA CITADELLE,"BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","HOPITAL DE LA CITADELLE -- BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","c(5.57422536541652, 50.6535385419213)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:13:20Z,vehicle,car,12345,800,767,4.9046,0
62006A081,HOPITAL DE LA CITADELLE,"BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","HOPITAL DE LA CITADELLE -- BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","c(5.57422536541652, 50.6535385419213)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:15:09Z,vehicle,car,13169,909,858,5.3226,0
62006A0AA,HOPITAL DE LA CITADELLE,"BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","HOPITAL DE LA CITADELLE -- BOULEVARD DU 12E DE LIGNE 1, 4000, LIEGE","c(5.57422536541652, 50.6535385419213)",1,1,1,2025-10-11T08:00:00Z,2025-10-11T08:10:29Z,vehicle,car,11079,629,601,4.2943,0
