cd_sector,x65,rest,prop_65plussers
11016A3AJ,107,829,11.431623931623932
11016A401,98,874,10.08230452674897
11016A412,42,382,9.90566037735849
11016A501,773,2641,22.642062097246633
11016A592,44,203,17.813765182186234
11016A60-,28,75,27.184466019417474
11016A691,39,144,21.311475409836063
11016ZZZZ,0,7,0
11018A000,177,685,20.533642691415313
11018A010,283,1384,16.976604679064184
11018A021,316,1983,13.745106568073076
11018A030,179,955,15.784832451499117
11018A042,33,97,25.384615384615383
11018A054,220,747,22.750775594622542
11018A070,1,3,25
11018A090,0,6,0
11018A101,158,1211,11.541271000730461
11018A111,113,742,13.216374269005849
11018A122,122,1022,10.664335664335663
11018A132,137,216,38.81019830028329
11018A143,100,363,21.598272138228943
11018A170,15,64,18.9873417721519
11018A1MJ,150,235,38.961038961038966
11018ZZZZ,0,5,0
11021A00-,433,1661,20.67812798471824
11021A01-,115,380,23.232323232323232
11021A02-,253,1005,20.11128775834658
11021A03-,121,443,21.45390070921986
11021A04-,243,899,21.278458844133098
11021A052,47,206,18.57707509881423
11021A062,750,1435,34.32494279176201
11021A081,54,60,47.368421052631575
11021A091,2,7,22.22222222222222
11021A19-,23,149,13.372093023255813
11021ZZZZ,0,1,0
11022A001,380,1064,26.31578947368421
11022A012,174,776,18.31578947368421
11022A02-,240,798,23.121387283236995
11022A032,350,1339,20.722320899940794
11022A080,66,84,44
11022A091,10,15,40
11022A10-,473,1535,23.55577689243028
11022A11-,119,501,19.193548387096772
11022A120,136,511,21.020092735703248
11022A132,68,221,23.52941176470588
11022A181,6,56,9.67741935483871
11022A19-,71,202,26.00732600732601
11022A201,372,697,34.79887745556595
11022A21-,554,1489,27.116984826235928
11022A22-,177,665,21.021377672209027
11022A232,139,566,19.71631205673759
11022A28-,12,48,20
11022A2AA,105,331,24.08256880733945
11022A2MA,7,57,10.9375
11022A30-,135,711,15.957446808510639
11022A31-,54,307,14.958448753462603
11022A322,110,472,18.900343642611684
11022A382,21,60,25.925925925925924
11022A39-,59,207,22.18045112781955
11022A401,206,766,21.193415637860085
11022A412,65,301,17.759562841530055
11022A423,73,366,16.62870159453303
11022A48-,20,91,18.01801801801802
11022A49-,62,171,26.609442060085836
11022A50-,13,92,12.380952380952381
11022A582,7,62,10.144927536231885
11022A591,1,8,11.11111111111111
11022A682,25,96,20.66115702479339
11022A692,4,39,9.30232558139535
11022ZZZZ,0,2,0
11023A00-,848,1813,31.86771890266817
11023A01-,322,1214,20.963541666666664
11023A02-,554,1406,28.26530612244898
11023A03-,512,1999,20.390282755874154
11023A04-,153,748,16.9811320754717
11023A050,151,840,15.237134207870836
11023A062,294,820,26.391382405745063
11023A08-,58,182,24.166666666666668
11023A091,5,18,21.73913043478261
11023A10-,333,1538,17.797969000534476
11023A11-,68,343,16.54501216545012
11023A122,202,777,20.633299284984677
11023A133,72,298,19.45945945945946
11023A191,53,149,26.237623762376238
11023A200,439,1463,23.080967402733965
11023A212,132,339,28.02547770700637
11023A280,74,237,23.79421221864952
11023A291,12,162,6.896551724137931
11023B30-,271,919,22.77310924369748
11023B31-,468,679,40.80209241499564
11023B32-,419,1215,25.642594859241125
11023B330,358,1633,17.9809141135108
11023B391,19,135,12.337662337662337
11023B40-,410,1506,21.39874739039666
11023B49-,167,319,34.36213991769547
11023ZZZZ,0,11,0
11024A00-,696,2412,22.393822393822393
11024A01-,569,1645,25.700090334236673
11024A02-,499,1797,21.733449477351915
11024A03-,99,582,14.537444933920703
11024A04-,361,1391,20.605022831050228
11024A05-,45,236,16.014234875444842
11024A072,6,22,21.428571428571427
11024A09-,6,83,6.741573033707865
11024A10-,125,613,16.93766937669377
11024A111,34,175,16.267942583732058
11024A132,59,257,18.670886075949365
11024A142,0,4,0
11024A191,68,246,21.656050955414013
11024A1MA,15,61,19.736842105263158
11024A1PA,78,300,20.634920634920633
11024A200,375,1535,19.63350785340314
11024A210,285,986,22.423288749016525
11024A220,347,1195,22.50324254215305
11024A280,35,125,21.875
11024A291,31,212,12.757201646090536
11024A30-,45,289,13.47305389221557
11024A412,214,397,35.02454991816694
11024A423,141,574,19.72027972027972
11024A434,37,85,30.327868852459016
11024B00-,188,706,21.02908277404922
11024B012,113,342,24.835164835164836
11024B08-,13,99,11.607142857142858
11024B091,60,181,24.896265560165975
11024B190,26,132,16.455696202531644
11024ZZZZ,0,8,0
11025A000,497,1737,22.24709042076992
11025A01-,418,1551,21.22905027932961
11025A02-,366,1828,16.681859617137647
11025A042,195,811,19.383697813121273
11025A053,118,492,19.34426229508197
11025A08-,32,115,21.768707482993197
11025A091,40,151,20.94240837696335
11025A184,26,151,14.689265536723164
11025A19-,4,42,8.695652173913043
11025ZZZZ,0,1,0
11029A00-,992,3770,20.831583368332634
11029A01-,332,1306,20.268620268620268
11029A02-,342,1708,16.682926829268293
11029A041,30,278,9.740259740259742
11029A07-,13,150,7.975460122699387
11029A10-,666,1553,30.013519603424964
11029A11-,679,2684,20.190306274159976
11029A12-,290,1149,20.152883947185547
11029A13-,461,1647,21.86907020872865
11029A14-,242,721,25.12980269989616
11029A172,23,176,11.557788944723619
11029A191,7,92,7.07070707070707
11029A201,429,2475,14.772727272727273
11029A211,265,973,21.405492730210014
11029A22-,48,242,16.551724137931036
11029A232,14,115,10.852713178294573
11029A242,301,922,24.611610793131643
11029A27-,58,177,24.680851063829788
11029A282,20,54,27.027027027027028
11029A301,121,611,16.530054644808743
11029A372,2,20,9.090909090909092
11029ZZZZ,1,11,8.333333333333332
11030A00-,630,2886,17.918088737201366
11030A01-,224,1347,14.258434118395927
11030A02-,277,994,21.79386309992132
11030A03-,174,1319,11.654387139986603
11030A052,0,1,0
11030A091,117,7,94.35483870967742
11030A10-,222,1759,11.206461383139828
11030A17-,75,461,13.992537313432834
11035A000,340,1247,21.424070573408947
11035A01-,301,1245,19.469598965071153
11035A022,204,537,27.530364372469634
11035A08-,191,423,31.107491856677527
11035A091,31,134,18.787878787878785
11035A10-,116,493,19.047619047619047
11035A20-,141,471,23.03921568627451
11035A29-,26,107,19.548872180451127
11035A30-,39,219,15.11627906976744
11035A39-,15,49,23.4375
11035B00-,300,1204,19.9468085106383
11035B010,74,334,18.137254901960784
11035B02-,195,625,23.78048780487805
11035B032,194,658,22.769953051643192
11035B043,237,446,34.69985358711566
11035B080,31,48,39.24050632911392
11035B091,16,54,22.857142857142858
11035B19-,27,130,17.197452229299362
11035B2MA,30,150,16.666666666666664
11035B2PA,28,100,21.875
11035C00-,211,811,20.645792563600782
11035C01-,277,964,22.320709105560034
11035C022,109,364,23.044397463002113
11035C081,27,66,29.03225806451613
11035C09-,275,557,33.05288461538461
11035C19-,14,63,18.181818181818183
11035C29-,19,104,15.447154471544716
11035C39-,53,228,18.86120996441281
11035D001,217,640,25.32088681446908
11035D012,49,263,15.705128205128204
11035D082,0,2,0
11035D0AA,64,348,15.53398058252427
11035D0PA,60,329,15.424164524421593
11035D10-,386,1471,20.786214324178783
11035D19-,7,55,11.29032258064516
11035D29-,1,3,25
11035ZZZZ,0,2,0
11037A01-,143,487,22.6984126984127
11037A02-,207,1120,15.599095704596836
11037A032,26,129,16.7741935483871
11037A080,54,189,22.22222222222222
11037A091,85,488,14.834205933682373
11037A0ON,336,1118,23.108665749656122
11037A10-,82,416,16.46586345381526
11037A19-,127,548,18.814814814814813
11037B00-,172,850,16.829745596868882
11037B01-,152,721,17.411225658648338
11037B022,42,349,10.741687979539643
11037B091,40,398,9.1324200913242
11037C000,352,933,27.39299610894942
11037C010,178,609,22.61753494282084
11037C022,225,563,28.553299492385786
11037C081,51,147,25.757575757575758
11037C090,113,398,22.113502935420744
11037C100,281,917,23.45575959933222
11037C110,73,395,15.598290598290598
11037C12-,178,653,21.41997593261131
11037C180,16,130,10.95890410958904
11037C19-,153,191,44.47674418604651
11037C20-,110,194,36.18421052631579
11037ZZZZ,0,7,0
11038A000,571,2181,20.748546511627907
11038A010,465,2009,18.79547291835085
11038A020,419,1103,27.52956636005256
11038A030,125,565,18.115942028985508
11038A04-,127,515,19.781931464174455
11038A070,19,152,11.11111111111111
11038A090,23,103,18.253968253968253
11038A1AR,42,120,25.925925925925924
11038A1BR,7,12,36.84210526315789
11038ZZZZ,0,1,0
11039A00-,313,957,24.64566929133858
11039A010,576,1580,26.716141001855288
11039A02-,326,787,29.290206648697215
11039A03-,154,457,25.20458265139116
11039A04-,345,876,28.255528255528255
11039A081,138,550,20.058139534883722
11039A09-,28,109,20.437956204379564
11039A10-,302,965,23.83583267561168
11039A11-,168,539,23.762376237623762
11039A122,143,268,34.79318734793188
11039A20-,84,304,21.649484536082475
11039A21-,199,773,20.473251028806587
11039A22-,292,1152,20.221606648199447
11039A23-,126,679,15.65217391304348
11039A28-,37,134,21.637426900584796
11039A29-,16,70,18.6046511627907
11039B000,487,1008,32.575250836120404
11039B01-,444,1237,26.4128494943486
11039B02-,268,706,27.51540041067762
11039B032,154,348,30.677290836653388
11039B08-,72,272,20.930232558139537
11039B091,25,70,26.31578947368421
11039B10-,208,693,23.085460599334073
11039B19-,95,390,19.587628865979383
11039ZZZZ,0,1,0
11040A00-,641,1877,25.45671167593328
11040A01-,524,1044,33.41836734693878
11040A02-,329,1171,21.933333333333334
11040A03-,861,1883,31.377551020408163
11040A040,385,1733,18.17752596789424
11040A050,249,1273,16.36005256241787
11040A060,600,1837,24.620434961017644
11040A072,71,233,23.355263157894736
11040A0AA,180,451,28.526148969889064
11040A0PA,52,319,14.016172506738545
11040A10-,517,1962,20.855183541750705
11040A11-,468,1206,27.956989247311824
11040A12-,163,375,30.297397769516728
11040A13-,182,720,20.17738359201774
11040A14-,366,1433,20.344635908838242
11040A182,100,421,19.193857965451055
11040A191,9,27,25
11040A201,369,1676,18.0440097799511
11040A211,329,976,25.210727969348657
11040A222,89,398,18.275154004106774
11040A232,60,334,15.228426395939088
11040A242,207,744,21.766561514195583
11040A253,216,1310,14.154652686762779
11040A27-,36,244,12.857142857142856
11040A291,111,97,53.36538461538461
11040A30-,278,1031,21.237585943468297
11040A312,14,65,17.72151898734177
11040A322,133,207,39.11764705882353
11040A381,27,133,16.875
11040A391,81,414,16.363636363636363
11040A40-,73,513,12.457337883959044
11040A410,49,284,14.714714714714713
11040A480,0,8,0
11040A490,2,4,33.33333333333333
11040A50-,7,25,21.875
11040A67-,7,76,8.433734939759036
11040ZZZZ,0,2,0
11044A001,653,1975,24.84779299847793
11044A010,33,168,16.417910447761194
11044A02-,45,277,13.975155279503104
11044A032,373,1943,16.105354058721936
11044A042,348,1099,24.04975812024879
11044A0PN,63,323,16.321243523316063
11044A10-,286,1147,19.958129797627354
11044A112,217,434,33.33333333333333
11044A191,5,30,14.285714285714285
11044A21-,129,662,16.308470290771176
11044B001,278,1561,15.116911364872212
11044B012,226,835,21.30065975494816
11044B022,986,3314,22.930232558139537
11044B091,39,117,25
11044B100,68,439,13.41222879684418
11044B11-,65,385,14.444444444444443
11044B19-,33,116,22.14765100671141
11044ZZZZ,0,8,0
11050A000,628,2690,18.92706449668475
11050A01-,337,1111,23.273480662983424
11050A02-,442,851,34.18406805877803
11050A03-,315,1006,23.845571536714612
11050A04-,151,701,17.72300469483568
11050A052,29,166,14.871794871794872
11050A073,6,26,18.75
11050A08-,1,1,50
11050A091,7,22,24.137931034482758
11050A100,94,498,15.878378378378377
11050A110,191,302,38.74239350912779
11050A19-,45,164,21.5311004784689
11050A274,55,244,18.394648829431436
11050ZZZZ,0,1,0
11052A00-,361,1227,22.732997481108313
11052A010,341,1018,25.09197939661516
11052A02-,429,1403,23.41703056768559
11052A03-,84,546,13.333333333333334
11052A041,348,1220,22.193877551020407
11052A052,270,561,32.49097472924188
11052A072,38,155,19.689119170984455
11052A08-,24,99,19.51219512195122
