cd_sector,tx_sector_descr_nl,ms_avg_tot_net_taxable_inc,ms_median_net_taxable_inc
24094B08-,BEVERLAAK - WERCHTERSBROEK - VERSPREIDE BEWONING,41281,32642
24094B09-,HOOGLAND-VERSPREIDE BEWONING,NA,26472
24094B192,WAKKERZEEL-VERSPREIDE BEWONING,NA,NA
24094C000,WEZEMAAL-CENTRUM,35992,27848
24094C01-,WEZEMAAL STATION,45484,35551
24094C022,RIGESSEL - KAPEL,47800,37830
24094C080,OVERVELD -OLIVIER -VERSP. BEW.,46691,40210
24094C0AA,EEKT,56134,44162
24094C0PA,DUITSVELD-WINKELVELD,47886,37528
24094C183,KLOOSTERBROEK,43602,36586
24094C19-,VLASSELAAR-VERSPREIDE BEWONING,41885,32572
24104A001,TERVUREN-CENTRUM,37806,26523
24104A011,STOLBERG,84431,35497
24104A021,HEIKE,39898,27373
24104A03-,RAVENSTEIN,37991,27303
24104A042,SINT JAN,42361,31536
24104A052,KISTEVELD,73863,39255
24104A08-,PARK VAN TERVUREN,NA,NA
24104A091,ZONIENWOUD,NA,NA
24104A11-,HOOGVORST-VERSPREIDE BEWONING,71837,35689
24104A20-,LEOPOLD II BUURT,58345,34909
24104A211,ROTSELAAR,69773,33698
24104A222,GALGEVELD - TERVUREN,78282,35226
24104A300,MOORSEL,42644,32921
24104A31-,HOOGBOS,61967,42046
24104A322,BLEUKEVELD,52774,34197
24104A391,GROOTVELD,NA,NA
24104A412,ARBORETUM,76532,45087
24104A423,LUIZEPLEIN,88107,43371
24104A432,RAVENSTEINKOUTER,41957,26721
24104B00-,VOSSEM-CENTRUM,45452,34212
24104B010,VELDEKEN BAAN LEEFDAAL,58309,38411
24104B02-,MOLENBERG,58786,36209
24104B032,GALGENBERG,66478,39761
24104B043,OUDE VOORDE,50952,32746
24104B084,KOOIGEVELD,NA,38245
24104B091,VOSSEM-VERSPREIDE BEWONING,67825,36249
24104B112,DE ROOT,45200,32254
24104B191,VOSSEMBLOK - VERSPR. BEWONING,NA,NA
24104C00-,DUISBURG-KERN,48945,34237
24104C010,VEEWEIDE,57830,38895
24104C022,SCHONENBOOM,55998,38575
24104C091,DUISBURG VEEWEIDE -VERSP. BEW.,NA,29880
24104C0AA,HERTSWEGEN,57348,40397
24104C0PA,BEELDEKESGAT,NA,NA
24104C19-,DUISBURG IJZER - VERSPR. BEW.,50102,31563
24107A00-,TIENEN-CENTRUM,31268,23865
24107A01-,MOESPIK,30928,24848
24107A02-,RAFFINADERIJ,31719,25633
24107A03-,TIENEN STATION,34114,25745
24107A04-,KLINIEK,31323,25370
24107A05-,VELDBORNSTRAAT,31030,23891
24107A07-,TIENEN INDUSTRIETERREIN,30037,26255
24107A10-,GRIMDE,29931,24588
24107A11-,DRIE TOMMEN,33408,28471
24107A19-,BOSTVELD,NA,NA
24107A21-,POTTERIJ,31782,26685
24107A22-,MULK,34846,28051
24107A29-,GRIJPEN,39814,31490
24107A30-,AARSCHOTSESTWG,34004,28762
24107A311,BREISEMSTRAAT,33771,24953
24107A322,GALGENVELD,50738,41968
24107A333,STEENBAKKERIJ,33276,28149
24107A39-,ELSENBOSVELD,NA,37284
24107A40-,TIENEN DIESTSESTWG,31261,25084
24107A49-,POLLEPEL,28489,23623
24107A50-,VIANDERDAL,44276,33263
24107A51-,HOUTEMVELD,37316,28452
24107B00-,OORBEEK-KERN,40025,28310
24107B083,BELLEKOM,NA,NA
24107B091,OORBEEK-VERSPREIDE BEWONING,NA,36518
24107B231,NIEUW-OVERLAAR,36915,28333
24107B282,GROOT-OVERLAAR,54237,35450
24107C000,BOST-CENTRUM,41221,32695
24107C010,SPANUIT,38925,29555
24107C023,BOST UITBREIDING,44591,35795
24107C091,BOST-VERSPREIDE BEWONING,47885,40607
24107D00-,KUMTICH-CENTRUM,42030,34291
24107D01-,KUMTICH STATION-ZUID,40504,30435
24107D020,GRONESHOF - KEIBERG,41661,31795
24107D090,KUMTICH-VERSPREIDE BEWONING,49020,39606
24107D29-,BREISEM-VERSPREIDE BEWONING,42103,36325
24107E00-,SINT-MARTENS-KERN,50594,39548
24107E012,WATERSTRAAT - GROTE WEG,51866,38666
24107E091,SINT-MARTENS-VERSPR. BEWONING,49852,38567
24107E100,SINT-PIETERS-KERN,56512,43545
24107E190,SINT-PIETERS-VERSPR. BEWONING,43382,34279
24107F00-,ST-MARGRIETE-HOUTEM - KERN,41546,33750
24107F09-,ST-MARGRIETE-HOUTEM-VERSP.BEW.,40850,32223
24107F191,STOK,NA,NA
24107F482,DEELBERGEN,NA,30781
24107G00-,OPLINTER-KERN,38163,30862
24107G01-,OPLINTER-TIENSE WEG,42466,33858
24107G022,HERE,43915,33365
24107G08-,UTSENAKEN-VERSPREIDE BEWONING,42498,34974
24107G091,DE BERG-VERSPREIDE BEWONING,40770,35315
24107G183,LINTHOUT,36739,26977
24107G19-,GROTE ZAVEL -VERSPR. BEWONING,36745,30531
24107H000,HAKENDOVER-CENTRUM,40535,33506
24107H010,HAKENDOVER GROTE STEENWEG,42230,30914
24107H090,HAKENDOVER-VERSPREIDE BEWONING,44278,32319
24107H19-,WULMERSOM-VERSPREIDE BEWONING,44338,32956
24107J00-,GOETSENHOVEN-KERN,39969,24186
24107J091,GOETSENHOVEN-VERSPR. BEWONING,46673,35126
24107J19-,GOETSENHOVEN MEER-VERSPR. BEW.,NA,33930
24107J29-,VLIEGVELD,NA,NA
24109A00-,TREMELO-KERN,31169,25571
24109A012,KALVENNE,42454,31910
24109A021,SCHRIEKBAAN,42964,31849
24109A032,LOUISAHEIDE,53159,36138
24109A091,PUTTEN VAN FONTEYN - BROEK,41120,34501
24109A0AA,VONDELPARK,43610,36683
24109A0PA,DE MOOR,46901,39995
24109A19-,GEETSVONDEL,40249,29161
24109A21-,NINDE,42262,25822
24109B00-,BAAL-CENTRUM,35394,27039
24109B01-,BLINKENBERG - GALBENBERG - SCHALUIN - TOLHUIS,44865,34224
24109B09-,BAAL-VERSPREIDE BEWONING,42518,31863
24109B11-,BALENBERG-KERN,NA,37159
24109B184,BALENBERG,NA,32943
24130A00-,ZOUTLEEUW-KERN,31627,24430
24130A09-,GETE VALLEI,38197,29429
24130A19-,OSSENWEG-KEIENBERG-VERSP. BEW.,35285,28158
24130B082,BOS,42328,34407
24130B091,HELEN,40729,32379
24130C00-,HALLE-BOOIENHOVEN-CENTRUM,36456,29792
24130C09-,HALLE-BOOIENHOVEN -VERSP. BEW.,40207,31590
24130C19-,BOOIENHOVEN,40210,32005
24130D00-,DORMAAL-KERN,47761,32394
24130D09-,DORMAAL-VERSPREIDE BEWONING,40524,33331
24130E00-,BUDINGEN-KERN,NA,31307
24130E012,SCHOOLSTRAAT,31000,24609
24130E091,BUDINGEN-VERSPREIDE BEWONING,39948,33410
24130E19-,LEENHAAG-VERSPREIDE BEWONING,38278,31243
24130E29-,HOGEN-VERSPREIDE BEWONING,NA,32466
24133A00-,DRIESLINTER-KERN,35942,30529
24133A09-,DRIESLINTER -VERSPR. BEWONING,37492,31110
24133B00-,NEERLINTER-KERN,39768,32072
24133B081,HEIDE-VERSPREIDE BEWONING,40012,32742
24133B09-,NEERLINTER-VERSPREIDE BEWONING,46141,34253
24133B102,HEIDE-KERN,35596,29650
24133C000,ORSMAAL-GUSSENHOVEN-KERN,36510,25811
24133C090,ORSMAAL-GUSSENHOVEN-VERSP.BEW.,42905,32972
24133D00-,MELKWEZER-KERN,39240,29360
24133D09-,MELKWEZER-VERSPREIDE BEWONING,36464,34448
24133E00-,NEERHESPEN-KERN,NA,35057
24133E08-,NEERHESPEN-VERSPREIDE BEWONING,37144,28431
24133E09-,MILITAIR GEBIED,NA,NA
24133F00-,OVERHESPEN-KERN,41457,31217
24133F09-,OVERHESPEN-VERSPREIDE BEWONING,43975,37709
24133G00-,WOMMERSOM-KERN,38600,31135
24133G09-,WOMMERSOM-VERSPREIDE BEWONING,45393,35079
24134A00-,SCHERPENHEUVEL-CENTRUM,26531,21364
24134A011,STATIONSSTRAAT,34715,27981
24134A012,SCHUURWOUVERSSTRAAT,33665,26470
24134A023,EGGERSBERG,41466,37786
24134A091,GROENHOEF-VERSPREIDE BEWONING,35920,27828
24134A092,BIEST,35021,30496
24134A10-,SCHOONDERBUKEN-KERN,34859,28982
24134A114,GROENE HOEVE,39627,34011
24134A191,GOEDE WEIDE,37342,27618
24134A192,SCHOONDERBUKEN -VERSPR. BEW.,47576,34895
24134B00-,ZICHEM CENTRUM,32577,26893
24134B091,ZICHEM-VERSPREIDE BEWONING,41691,31490
24134B092,HOORNBLAAS,36757,28747
24134B10-,OKSELAAR-KERN,36529,29242
24134B19-,OKSELAAR-VERSPREIDE BEWONING,39856,33413
24134B201,KEIBERG-KERN,43235,34751
24134B202,PEGGEN,43807,34216
24134B212,KEIBERG II,43630,35676
24134B291,KEIBERG-VERSPREIDE BEWONING,38523,28921
24134B31-,OUDE BERG,43949,32494
24134C001,MESSELBROEK-KERN,42579,31957
24134C002,WIJNGAARDBERG,44018,34535
24134C09-,MESSELBROEK -VERSPR. BEWONING,40218,33404
24134D001,TESTELT-CENTRUM,38524,29520
24134D002,HANEBERG,46662,37524
24134D01-,STEENWEG AVERBODE - LANGDORP,34182,27270
24134D022,HOEVEBEEMDEN,40726,29607
24134D091,TESTELT-VERSPR. BEWONING,35902,28586
24134D112,NIEUWLAND,39481,30773
24134D191,RODEBERG-MOS VINNE-VERSP. BEW.,38301,31687
24134E00-,AVERBODE-KERN,37484,29458
24134E014,SINT BARBARAKAPEL,40132,36447
24134E08-,DE VIJVERS,NA,38596
24134E091,VIERKENSBROEK,NA,NA
24134E092,AVERBODEBOS,39978,31212
24134E093,UILEKOP,37270,29463
24134F003,DIESTERSTWG.,34863,25932
24134F092,KAGGEVINNE-VERSPREIDE BEWONING,42305,31524
24135A001,TIELT-CENTRUM,39211,30561
24135A012,HEUVEL,41827,30976
24135A091,SINT-MARTINUS-VERSPR. BEWONING,43649,31124
24135A11-,KRAASBEEK,40743,31474
24135A122,DRIEKONINGENBLOK,39753,35509
24135A201,BERG,36115,27614
24135A212,BOEKHOUT,43709,34833
24135A29-,BROEK - BEURT,46197,37120
24135B00-,MEENSEL-KERN,38505,31783
24135B09-,MEENSEL-VERSPREIDE BEWONINGEN,48635,35226
24135B100,KIEZEGEM-KERN,44746,31473
24135B190,KIEZEGEM-VERSPREIDE BEWONING,44488,30814
24135C000,SINT-JORIS-WINGE-KERN,33453,26424
24135C012,WINGE-VELD,37293,28118
24135C080,SINT-JORIS-WINGE -VERSPR. BEW.,46117,34514
24135C091,GEMP,41647,30336
24135C190,MOTBROEK,42668,33338
24135D00-,HOUWAART - KERN,44174,32335
24135D012,HOUWAARTSEBERG,NA,31452
24135D023,ROESELBERG,NA,38229
24135D0AA,NERINGE,40762,32121
24135D0PA,HOUWAART-VERSPREIDE BEWONING,35598,28553
24137A00-,GLABBEEK-KERN,44020,36211
24137A09-,GLABBEEK-VERSPREIDE BEWONING,40625,31855
24137A10-,ZUURBEMDE-KERN,NA,30735
24137A19-,ZUURBEMDE-VERSPREIDE BEWONING,NA,27805
24137A28-,RODE,45140,34942
24137B00-,ATTENRODE-CENTRUM,41568,31784
24137B09-,ATTENRODE-VERSPREIDE BEWONING,37732,28484
24137B10-,WEVER-KERN,44039,34382
24137B19-,WEVER-VERSPREIDE BEWONING,42690,32182
24137C000,BUNSBEEK-KERN,48177,37606
24137C012,BOESLINTER - HEIDEBLOK,42470,35113
24137C081,BOESLINTER-VERSPREIDE BEWONING,54254,28958
24137C091,WALMERSUM-VERSPREIDE BEWONING,44239,35156
24137D000,KAPELLEN-KERN,39916,32107
24137D090,KAPELLEN-VERSPREIDE BEWONING,40012,28763
25005A001,BEAUVECHAIN-CENTRE,48225,33849
25005A012,LES BURETTES,45421,28273
25005A090,BEAUVECHAIN-HAB. DISPERSEES,48502,30924
25005A10-,LA BRUYERE-CENTRE,38911,30374
25005A190,LA BRUYERE-HAB. DISPERSEES,39389,27587
25005B00-,L'ECLUSE-CENTRE-CABOURSE,50365,36610
25005B01-,SCLIMPRE,61443,42228
25005B099,L'ECLUSE-HAB. DISPER. WAHENGES,52088,36929
25005C00-,TOURINNES-LA-GROSSE-CENTRE- GRAND BROU-FOND DE TOURINNES,41987,31493
25005C01-,LE CULOT-ROND CHENE,55764,32593
25005C082,AERODROME,59881,56113
25005C091,TOURINNES-LA-GROSSE -HAB.DISP.,47687,34771
25005D00-,NODEBAIS-CENTRE,42278,29023
25005D01-,TOURINNES,39160,29556
25005D09-,NODEBAIS-HAB. DISPERSEES,45770,32391
25005E001,HAMME-CENTRE,42871,29410
25005E012,LE ROYAL,40038,30380
25005E022,CHABUT,NA,54596
25005E090,HAMME-HAB. DISPERSEES,NA,39112
25005E10-,MILLE-CENTRE,42725,27406
25005E19-,MILLE-HAB. DISPERSEES,45234,35100
25014A00-,BRAINE-L'ALLEUD-CENTRE,30190,22413
25014A01-,STATION,26512,21989
25014A020,PARADIS - HAUTS-TIENNES,36208,26276
25014A031,TIMPE ET TAIDE,40737,29678
25014A04-,CHIENNERIE,33557,27573
25014A05-,CASTEGIER,28530,22622
25014A082,SAUSSOIS,47181,36654
25014A091,FORIEST,44204,26602
25014A100,ROND-POINT - NAPOLEON,35532,27711
25014A11-,SAINT-SEBASTIEN,39998,29386
25014A120,BARRIERE DE BRAINE,36218,24478
25014A13-,HAUTE BORNE,36763,27018
25014A141,MERBRAINE,42849,32316
25014A150,MENIL,46815,34769
25014A180,PLATEAU DE L'INFANTE,48181,34322
25014A191,FOND SAINT-GEORGES,50097,34145
25014A21-,PAUDURE-CENTRE,54639,32323
25014A22-,ODEGHIEN,35595,24406
25014A272,PARC INDUSTRIEL,NA,NA
25014A2PN,HAMME-COLIPAIN,40943,29199
25014A400,HERMITE,49256,34498
25014A410,MONT SAINT-PONT,41521,30513
25014A42-,SART MOULIN,38338,27101
25014A431,CALVAIRE,51496,37158
25014A442,CARANTE,62977,35740
25014A491,TOUT-LUI-FAUT,49370,38441
25014A501,GRANGE DES CHAMPS,32997,25623
25014A522,BATY GIGOT,45915,35406
25014A57-,LA PRAYE-ZONING,29981,25965
25014A572,LA GRAIGNETTE,33603,25238
25014A610,MONT-SAINT-JEAN - LE COSMO,36682,28307
25014A622,PRINCE D'ORANGE,44741,34734
25014A632,CAMBRAI-TROIS LIONS,35526,27812
25014A683,HARAS DE CAMBRAI,NA,NA
25014A694,BOIS-LE-DUC,39081,21787
25014A70-,SEPT FONTAINES-CENTRE,68596,40885
25014A71-,CLAIRBOIS,NA,38897
25014A812,FLOHAYE,42995,31242
25014A823,SAINT-ZELE,30637,23158
25014A914,JUSTICE,45189,39713
25014B001,LILLOIS-WITTERZEE-CENTRE,40860,30547
25014B012,SALANGANES,51955,34996
25014B023,BATY-BRUYERE,52716,37492
25014B034,BOIS DE MAI,61292,38374
25014B042,CROIX PONCIN,50447,35475
25014B053,QUATRE BONNIERS,46670,37089
25014B091,LILLOIS -WITTERZEE -HAB. DISP.,40770,31515
25014B100,WITTERZEE,41227,29636
25014C00-,OPHAIN-CENTRE,44097,30710
25014C010,LES CULOTS,51915,38796
25014C022,FERME,53900,44107
25014C081,LE HAUTMONT,54391,38541
25014C091,OPHAIN-HABITATIONS DISPERSEES,48766,36644
25014C10-,BOIS-SEIGNEUR-ISAAC-CENTRE,42588,28511
25014C113,VINGT BONNIERS,44752,34477
25014C182,FOND DE MAI,NA,NA
25014C191,BOIS-SEIGNEUR-ISAAC-HAB. DISP.,NA,NA
25014C213,BOIS DE MAI,60267,36083
25014C912,JUSTICE,40237,29711
25015A00-,BRAINE-LE-CHATEAU-CENTRE,34245,25503
25015A011,BRUYERE LANDUYT,42763,31443
25015A02-,LES MANETTES,40858,31048
25015A03-,LES MONTS,40065,28868
25015A08-,BOUKENDAAL,31395,23783
25015A09-,BOIS DE SEROUX,41238,27478
25015A10-,ROUTE DE NIVELLES,35187,25386
25015A11-,L'ERMITAGE,45766,31546
25015A121,LES CULLUS,44765,31403
25015A132,CATTYS,46746,31756
25015A142,BOIS DU FOYAU,60097,51132
25015A18-,BILOT,47487,34525
25015A191,BOIS DU CHAPITRE - DE LA MOTTE,44533,33657
25015A282,VILAIN XIV,NA,NA
25015A283,DESCHAMPS,NA,NA
25015A29-,BRUYERE MINON,53410,34014
25015B00-,WAUTHIER-BRAINE-CENTRE,36805,27625
25015B010,LES BOIGNEES,NA,27067
25015B0PN,LES BOICNEES,34872,26073
25015B0QP,LA COUR-AU-BOIS,46823,28013
25015B101,LA BRUYERE,37709,27423
25015B110,NOUCELLES,48342,36641
25015B172,PARC INDUSTRIEL,31907,23022
25015B180,BOIS HAUMONT,43333,31878
25015B190,COLIPAIN,NA,NA
25018A000,CHAUMONT-CENTRE,44870,29168
25018A01-,SOMVILLE - CHAUSSEE,41031,30294
25018A082,CHAMPTAINE-HAB. DISPERSEES,54902,52361
25018A085,BOIS DE CHAUMONT,NA,NA
25018A091,CHAUMONT-HAB.DISPERSEES,48427,32007
25018A10-,GISTOUX-CENTRE,35016,24102
25018A110,INCHEBROUX,51008,30056
25018A120,LES BRUYERES,56299,37044
25018A133,PAPETERIES,50359,36574
25018A144,SAINT-ROCH,52381,36668
25018A182,RI DES PAPETERIES,48441,36042
25018A191,OCQUIERE,NA,NA
25018B00-,CORROY-LE-GRAND-CENTRE,42522,29849
25018B010,MANYPRE,54356,37508
25018B09-,CORROY-LE-GRAND-HAB. DISP. SUD,48965,33432
25018B10-,VIEUX SART,33467,22238
25018B11-,VIEUX SART OUEST,47598,32997
25018B191,VIEUX SART-HAB. DISPERSEES,39539,23841
25018B312,VAL VILLERS,58433,29418
25018C000,DION-LE-MONT-CENTRE,39434,27074
25018C01-,QUEUE DE PELLE,55873,36008
25018C020,GRIPLOTTE,50635,29869
25018C080,TOUVENT,41783,33669
25018C091,LA SARTE,46300,30216
25018C112,BROCSOU,51087,34553
25018C193,LE TAILLIS,53636,28381
25018C294,RUE DE FONTENELLE,43976,24243
25018D00-,DION-LE-VAL-CENTRE,45773,27646
25018D082,HAUT CORTIL,NA,42019
25018D091,DION-LE-VAL-HAB.DISPERSEES,NA,NA
25018E000,BONLEZ-CENTRE,48197,33487
25018E01-,BAS-BONLEZ,NA,28969
25018E02-,HAUT-BONLEZ,63452,42223
25018E032,GRAND SART,53818,33703
25018E081,BONLEZ-HAB. DISPERSEES EST,39831,27257
25018E091,BONLEZ-HAB. DISPERSEES OUEST,NA,29898
25018E112,AUX 4 CARRES,67880,46835
25018F00-,LONGUEVILLE-CENTRE,50108,35859
25018F09-,LONGUEVILLE-HAB. DISPERSEES,66156,46233
25023A001,COURT-SAINT-ETIENNE-CENTRE,35356,25662
25023A011,WISTERZEE,37121,25787
25023A022,AVENUE DES COMBATTANTS,36373,27947
25023A073,PARC INDUSTRIEL,32577,27276
25023A082,GRAND ESCAVEE,50561,51085
25023A091,COURT-SAINT-ETIENNE-HAB. DISP.,43315,31120
25023A100,BEAURIEUX,42262,28699
25023A1AA,RUCHAUX,44591,32340
25023A1PA,FERME BLANCHE,33384,20648
25023A200,SART MESSIRE GUILLAUME,44293,31707
25023A28-,SUZERIL,44253,32743
25023A291,SART MESSIRE GUILL.-HAB. DISP.,69248,47082
25023A2AB,BRUYERE DU SART,NA,33165
25023A2PB,COMMUN PRE,NA,NA
25023A30-,LA ROCHE,45168,34167
25023A310,FAUX,44198,29095
25023A382,LE POTEAU-LA ROCHE-HAB. DISP.,NA,NA
25023A391,LA ROCHE-HAB. DISPERSEES,NA,NA
25023A40-,TANGISSART,41105,32031
25023A483,LA GHETE-HAB. DISPERSEES,NA,NA
25023A492,CERISIER-HAB. DISPERSEES,43418,31627
25023A499,NOIRHAT,43476,31693
25023A512,FRANQUENIES,37189,30455
25023A610,LIMOUGES,48024,33564
25031A00-,GENAPPE-CENTRE,27494,21729
25031A01-,PALAHAUT,NA,23424
25031A070,STATION,NA,NA
25031B000,BAISY-THY-CENTRE,35669,34344
25031B082,BOIS D'HEZ,NA,NA
25031B091,CHENIMONT,43150,31181
25031B11-,DERNIER PATARD,42157,29500
25031B122,QUATRE-BRAS -N.D. DES AFFLIGES,51679,36205
25031B133,LONCHAMPS,38276,29703
25031B191,QUATRE BRAS - CHAMP DU SARTY,NA,NA
25031B2AJ,LES 2 SAULES -CHANT DES OISEAUX,48995,31305
25031B31-,THY,41838,32327
25031B382,AGNISSART,NA,NA
25031B391,BOIS DE THY,49280,38513
25031C00-,LOUPOIGNE-CENTRE,40031,29437
25031C01-,LONCEE,37277,29190
25031C09-,LOUPOIGNE - HAB. DISP. OUEST,40416,34354
25031C11-,LE PANIER - LOUPOIGNE NORD-EST,39496,28764
25031C19-,LOUPOIGNE-HAB. DISP. EST,37908,31590
25031C20-,FONTENY,46231,36439
25031D00-,HOUTAIN-LE-VAL-CENTRE,NA,34163
25031D09-,HOUTAIN-LE-VAL-HAB. DISP.,NA,NA
25031E000,VIEUX-GENAPPE-CENTRE,40607,28074
25031E01-,VIEUX-GENAPPE-CENTRE NORD-EST,46562,37003
25031E02-,ANCIENNE ROUTE DE CHARLEROI,33152,27904
25031E082,FONTENI - VIEUX-GENAPPE,NA,17519
25031E091,VIEUX-GENAPPE-HAB. DISP.,53466,38525
25031E11-,PROMELLES,54107,39286
25031E191,LES BRUYERES - TROU DU BOIS,40656,29007
25031E292,LES VIEUX MANANTS - PASSAVANT,NA,46532
25031F000,GLABAIS-CENTRE,56398,32051
25031F01-,LA BRUYERE,44317,28653
25031F022,CALA,NA,NA
25031F08-,LES FLAMANDES - LA TAILLE,51268,29465
25031F091,GLABAIS-HAB. DISPERSEES,NA,27697
25031G00-,WAYS-CENTRE,39719,28891
25031G013,PLATEAU DE L'AIGLE,55629,37808
25031G082,WAYS-HAB. DISPERSEES-SUD,38909,33745
25031G091,WAYS-HAB. DISPERSEES-NORD,NA,33770
25031G11-,LA HUTTE,50680,28334
25031G19-,LA HUTTE - HABITATIONS DISP.,NA,NA
25031G214,LA PRAIE,36606,29151
25031H00-,BOUSVAL-CENTRE,39271,28321
25031H089,LALOUX -ALFERE -POINT DU JOUR ST DONAT -NOIRHAT -HAB. DISP.,56166,41429
25031H09-,BASSE-LALOUX - TASSENIERE,48017,29729
25031H10-,NOIRHAT,33325,26860
25031H110,SCLAGE,NA,34451
25031H120,LA MOTTE-LIMAUGES,55971,35364
25031H132,POINT DU JOUR,58003,39394
25031H210,WANROUX-PALLANDT,54669,32086
25031H29-,WANROUX - PALLANDT - LA MOTTE - FERRIERE,NA,27592
25037A001,GREZ-CENTRE,35343,24754
25037A012,LES CAMPINAIRES,39638,33832
25037A023,CENTRY,43360,31173
25037A091,GREZ -HABITATIONS DISP. SUD,57840,28177
25037A18-,ROYENNE,48639,33369
25037A199,BAYARMONT - MORSAINT,62708,40574
25037A282,DOMAINE DU BERCUIT,NA,33436
25037A291,BOIS DES FIEFS,NA,NA
25037A30-,HEZE-CENTRE,46545,34049
25037A39-,HEZE-HABITATIONS DISPERSEES,NA,NA
25037A41-,FONTENELLE,52953,29520
25037A500,DOICEAU-CENTRE,51430,35270
25037A590,DOICEAU-HABITATIONS DISPERSEES,NA,NA
25037A600,GASTUCHE-CENTRE,34477,25644
25037A68-,GASTUCHE - LAURENSART - GRANDS PRES,NA,NA
25037A691,GASTUCHE-HABITATIONS DISP. SUD,43644,37700
25037A71-,GREZ-CHAUSSEE DE WAVRE,39433,28943
25037A782,GREZ-HABITATIONS DISP. NORD,NA,NA
25037A793,GREZ-HABITATIONS DISP. OUEST,49992,36790
25037A892,LES PRES,41325,29269
25037B00-,ARCHENNES-CENTRE,40404,31699
25037B01-,LES MOULINS,36408,23997
25037B02-,LES MONTS,47152,26609
25037B082,LES MONTS -HABITATIONS DISP.,NA,NA
25037B091,CHAMP DE BOSSUT,NA,NA
25037B109,LES PRES - LA MOTTE,43896,29943
25037B299,FLORIVAL,NA,NA
25037C001,BIEZ-CENTRE,49573,30012
25037C012,BASSE-BIEZ,45761,33579
25037C090,BIEZ-HABITATIONS DISPERSEES,NA,NA
25037C10-,COCROU-CENTRE,36504,26942
25037C190,COCROU-HABITATIONS DISP.,NA,NA
25037C21-,SART-CENTRE,60675,38013
25037C290,SART-HABITATIONS DISPERSEES,55113,29986
25037D00-,BOSSUT-CENTRE,46088,31835
25037D091,BOSSUT-HABITATIONS DISPERSEES,47417,28048
25037D10-,GOTTECHAIN-CENTRE,50752,33867
25037D19-,GOTTECHAIN-HABITATIONS DISP.,41695,37388
25037D20-,PECROT VILLAGE,41168,30094
25037D21-,PECROT-VAL   VERT-VAL D'OR,48568,37583
25037D222,LES 7 BONNIERS,44677,36848
25037D29-,PECROT-HABITATIONS DISPERSEES,NA,21418
25037D391,LA FRESNAYE,NA,NA
25037E001,NETHEN-CENTRE,45333,31403
25037E012,HOULOTTE,50931,33943
25037E082,SAVENEL-DOUZE BONNIERS,NA,NA
25037E091,CHAMP DE BOSSUT,NA,NA
25037E193,BEAUMONT,54152,42070
25037E294,PECROT,48255,30711
25043A00-,INCOURT-CENTRE,34639,27685
25043A01-,LONGPRE,42043,33808
25043A022,SAINTE-RAGENUFLE,55320,48755
25043A091,INCOURT-HABITATIONS DISPERSEES,40643,29606
25043B000,GLIMES-CENTRE,47747,32313
25043B080,THOREMBISOUL,37733,27304
25043B09-,GLIMES-HABITATIONS DISPERSEES,41076,30809
25043B19-,LES ETATS,45140,27835
25043C00-,OPPREBAIS-CENTRE,42825,32333
25043C09-,OPPREBAIS-HABITATIONS DISP.,NA,22267
25043C10-,SART-RISBART-CENTRE,42661,27944
25043C19-,SART-RISBART-HABITATIONS DISP.,NA,33029
25043D00-,ROUX-MIROIR-CENTRE,48772,33350
25043D09-,ROUX-MIROIR-HABITATIONS DISP.,39928,35561
25043D19-,BASSE ROUX-MIROIR,39630,24941
25043E001,PIETREBAIS-CENTRE,46870,30223
25043E01-,CHAUSSEE,33038,26755
25043E082,DEUX-CHISES-HABITATIONS DISP.,53082,47286
25043E091,HAPPAU-HABITATIONS DISPERSEES,39662,43208
25043E092,FERME DU GAILBIEZ,NA,NA
25043E100,CHAPELLE SAINT-LAURENT-CENTRE,44971,30598
25043E122,LA MONTAGNE,53806,39542
25043E183,RUE DE L'EGLISE - HAB. DISP.,54010,45379
25043E19-,CHAPELLE ST-LAURENT-HAB. DISP.,NA,NA
25044A00-,ITTRE-CENTRE,39836,28905
25044A01-,COPENNE,39593,27210
25044A033,VIEUX PAVE,50583,38488
25044A082,ROSEMONT -HABITATIONS DISP.,40377,28558
25044A091,GASBECQ -HABITATIONS DISP.,61689,44019
25044A11-,BAUDEMONT,39063,22894
25044A19-,LEFRENOI - LE POU - HAB. DISP.,32593,28220
25044A200,HULEUX,36344,25551
25044A290,HULEUX-HABITATIONS DISP.,38192,23803
25044A39-,CANAL - LA TOURETTE,34740,29685
25044A47-,HOUSTA,NA,NA
25044A49-,BOIS D'ITTRE,48170,34760
25044A61-,FAUQUEZ (ITTRE)-HAMEAU,NA,NA
25044A682,FAUQUEZ (ITTRE)-OUTRE CANAL,NA,NA
25044A691,FAUQUEZ-HABITATIONS DISPERSEES,44620,30676
25044B00-,HAUT-ITTRE-CENTRE,43495,32594
25044B08-,HAUT-ITTRE -HAB. DISP. NORD,37042,26542
25044B09-,HAUT-ITTRE -HAB. DISP. SUD,53995,43490
25044C00-,VIRGINAL-SAMME-CENTRE,39014,29788
25044C01-,BRUYERE,38921,28020
25044C072,PARC INDUSTRIEL,NA,NA
25044C081,SAMME,40213,32105
25044C091,VIRGINAL-SAMME -HAB. DISP.,42053,34957
25044C10-,FAUQUEZ (VIRGINAL-SAMME),27895,23102
25044C19-,BOIS DES ROCS -HAB. DISP.,NA,NA
25048A00-,LE MARCHE,26150,21596
